,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment
5288,10839,,1719.0,6.0,0.0,16.0,705.0,Compromited account,2021-06-01,Offered,
5291,13969,,1317.0,2.0,0.0,28.0,550.0,Compromited account,2021-08-23,Offered,N / A
5295,12886,,1473.0,,0.0,4.0,920.0,Item do not show,2021-07-12,Offered,
5299,11005,,1360.0,5.0,0.0,5.0,170.0,Compromited account,2021-06-16,Offered,
5301,14580,,1503.0,2.0,0.0,30.0,474.0,Payment processing,2021-07-09,Offered,N / A
5304,12225,,1936.0,2.0,0.0,11.0,184.0,Payment processing,2021-06-10,Offered,
5306,14902,,1438.0,1.0,1.0,15.0,215.0,Cheating,2021-05-28,Offered,N / A
5320,14026,,1473.0,1.0,1.0,15.0,562.0,Wrong password,2021-08-05,Offered,N / A
5321,10867,,2028.0,2.0,0.0,10.0,140.0,Cheating,2021-07-26,Offered,
5324,10402,,1477.0,3.0,0.0,7.0,608.0,Payment processing,,Offered,
5334,12920,,1947.0,1.0,1.0,,148.0,Item do not show,2021-05-11,Offered,
5350,11948,,1412.0,2.0,0.0,3.0,87.0,Wrong password,2021-05-21,Offered,
5355,11979,,1287.0,3.0,0.0,5.0,45.0,Payment processing,2021-05-24,Offered,
5358,14355,,1503.0,3.0,0.0,3.0,,Wrong password,2021-08-11,Offered,
5359,14928,,1719.0,2.0,0.0,2.0,348.0,Payment processing,2021-08-13,Offered,
5363,14608,,1583.0,4.0,0.0,,227.0,Item do not show,,Offered,
5365,14967,,1535.0,5.0,0.0,21.0,842.0,Wrong password,2021-06-06,Offered,
5367,13624,,1892.0,5.0,0.0,,11.0,Payment processing,2021-07-21,Offered,N / A
5368,10351,,1663.0,4.0,0.0,27.0,871.0,Wrong password,2021-07-03,Offered,
5369,14958,,1710.0,1.0,1.0,9.0,85.0,Payment processing,2021-07-10,Offered,
5375,14082,,1340.0,4.0,0.0,5.0,85.0,Cheating,2021-08-15,Offered,
5377,15165,,1646.0,4.0,0.0,9.0,238.0,Wrong password,2021-08-19,Offered,
5379,12765,,1947.0,3.0,0.0,8.0,99.0,Payment processing,2021-07-01,Offered,N / A
5380,15260,,1936.0,2.0,0.0,2.0,19.0,Item do not show,2021-05-14,Offered,
5382,11288,,1503.0,4.0,0.0,10.0,259.0,Item do not show,2021-08-05,Offered,N / A
5385,12912,,1531.0,,0.0,13.0,722.0,Cheating,2021-06-23,Offered,
5387,11863,,1522.0,2.0,0.0,6.0,121.0,Item do not show,2021-05-27,Offered,
5390,11419,,2019.0,5.0,,8.0,219.0,Payment processing,2021-08-05,Offered,N / A
5403,15175,,1967.0,,0.0,11.0,578.0,Wrong password,2021-06-22,Offered,N / A
5411,11082,,1427.0,1.0,1.0,9.0,582.0,Item do not show,2021-06-08,Offered,
5419,10730,,1837.0,4.0,0.0,11.0,360.0,Wrong password,2021-05-16,Offered,
5421,12238,,1480.0,2.0,0.0,6.0,592.0,Cheating,2021-06-25,Offered,N / A
5425,15645,,1496.0,3.0,0.0,5.0,141.0,Item do not show,2021-06-12,Offered,
5431,12273,,1535.0,2.0,0.0,4.0,178.0,Wrong password,2021-08-16,Offered,
5432,11432,,1949.0,5.0,0.0,6.0,301.0,Compromited account,2021-06-09,Offered,
5436,10291,,1522.0,5.0,0.0,8.0,702.0,Item do not show,2021-06-17,Offered,
5437,14449,,1648.0,,,12.0,368.0,Compromited account,2021-06-19,Offered,N / A
5440,15064,,1857.0,3.0,0.0,5.0,298.0,Wrong password,2021-06-18,Offered,
5442,10171,,1287.0,3.0,0.0,8.0,119.0,Payment processing,2021-06-18,Offered,N / A
5443,15495,,1358.0,2.0,0.0,7.0,185.0,Item do not show,,Offered,N / A
5445,11759,,1663.0,2.0,0.0,7.0,949.0,Wrong password,,Offered,N / A
5450,13296,,1726.0,5.0,0.0,18.0,305.0,Compromited account,2021-05-12,Offered,
5453,12878,,1248.0,3.0,0.0,16.0,220.0,Payment processing,,Offered,N / A
5460,12882,,1583.0,,0.0,4.0,224.0,Wrong password,2021-07-26,Offered,
5462,10984,,1806.0,3.0,0.0,14.0,628.0,Payment processing,2021-05-25,Offered,
5464,11690,,1480.0,4.0,0.0,20.0,1260.0,Wrong password,2021-05-26,Offered,
5468,11443,,1857.0,1.0,1.0,11.0,478.0,Compromited account,2021-06-30,Offered,
5469,11337,,1317.0,1.0,1.0,15.0,734.0,Compromited account,2021-05-24,Offered,
5470,15490,,1759.0,1.0,1.0,8.0,126.0,,2021-05-17,Offered,N / A
5472,11967,,1726.0,2.0,0.0,16.0,72.0,Payment processing,2021-08-19,Offered,
5474,15368,,1648.0,2.0,0.0,9.0,158.0,Wrong password,2021-08-02,Offered,
5477,15295,,1585.0,3.0,0.0,3.0,307.0,Payment processing,,Offered,N / A
5483,14514,,1522.0,3.0,0.0,7.0,308.0,Item do not show,2021-07-25,Offered,
5486,15669,,1892.0,2.0,0.0,6.0,635.0,Item do not show,2021-06-18,Offered,
5491,11789,,1666.0,,0.0,12.0,954.0,Wrong password,2021-05-26,Offered,N / A
5496,11823,,1287.0,2.0,0.0,18.0,18.0,Wrong password,2021-06-11,Offered,
5504,12422,,1566.0,1.0,1.0,4.0,301.0,Wrong password,2021-07-26,Offered,
5506,13917,,1503.0,,0.0,9.0,775.0,Wrong password,2021-05-25,Offered,N / A
5513,12228,,1949.0,2.0,0.0,3.0,,Payment processing,2021-06-02,Offered,N / A
5514,15367,,1522.0,2.0,0.0,5.0,240.0,Wrong password,2021-06-10,Offered,
5516,14257,,1377.0,5.0,0.0,5.0,213.0,Wrong password,2021-05-25,Offered,
5517,11539,,1580.0,2.0,0.0,9.0,329.0,Wrong password,2021-07-01,Offered,N / A
5523,14834,,1384.0,2.0,0.0,17.0,792.0,Payment processing,2021-05-16,Offered,N / A
5525,14606,,1697.0,2.0,0.0,15.0,818.0,Item do not show,2021-05-31,Offered,
5529,13488,,1806.0,1.0,1.0,13.0,734.0,Cheating,2021-07-29,Offered,
5533,11960,,1532.0,,0.0,10.0,219.0,Cheating,2021-07-30,Offered,N / A
5534,14821,,1571.0,2.0,0.0,7.0,77.0,Wrong password,2021-07-12,Offered,N / A
5535,14037,,1414.0,3.0,0.0,5.0,603.0,Cheating,2021-07-18,Offered,N / A
5538,13480,,1813.0,1.0,1.0,13.0,745.0,Wrong password,2021-06-01,Offered,
5546,12309,,1340.0,3.0,0.0,3.0,223.0,Wrong password,2021-08-05,Offered,
5550,14098,,1337.0,4.0,0.0,6.0,82.0,Item do not show,2021-05-11,Offered,
5552,11279,,1746.0,5.0,,8.0,175.0,Payment processing,2021-08-02,Offered,N / A
5557,15596,,1996.0,2.0,0.0,8.0,23.0,Compromited account,2021-07-04,Offered,N / A
5561,12085,,1967.0,3.0,0.0,6.0,92.0,,2021-07-26,Offered,
5564,13918,,1359.0,3.0,0.0,5.0,182.0,Item do not show,2021-07-18,Offered,N / A
5570,11700,,1719.0,,0.0,3.0,124.0,Payment processing,2021-05-30,Offered,
5571,10561,,1936.0,1.0,1.0,11.0,232.0,Payment processing,2021-06-01,Offered,
5575,10275,,1496.0,,0.0,8.0,848.0,Cheating,,Offered,
5576,13900,,1360.0,5.0,0.0,6.0,213.0,Payment processing,2021-07-30,Offered,
5577,11874,,1936.0,,0.0,13.0,822.0,Wrong password,2021-06-17,Offered,
5579,13167,,1438.0,2.0,0.0,20.0,684.0,Payment processing,2021-06-30,Offered,N / A
5580,10580,,1695.0,1.0,1.0,9.0,51.0,Payment processing,2021-07-12,Offered,
5583,12131,,1648.0,2.0,0.0,4.0,19.0,Cheating,2021-06-28,Offered,
5589,11968,,1770.0,,0.0,2.0,36.0,Wrong password,2021-06-15,Offered,
5606,11561,,1926.0,,0.0,3.0,94.0,Compromited account,2021-08-04,Offered,
5607,10596,,1566.0,2.0,0.0,8.0,227.0,Cheating,2021-08-04,Offered,N / A
5614,13973,,1777.0,2.0,0.0,4.0,125.0,Payment processing,2021-08-14,Offered,
5615,15300,,1566.0,2.0,0.0,5.0,147.0,Wrong password,2021-07-05,Offered,N / A
5619,10837,,1400.0,3.0,0.0,17.0,680.0,Payment processing,2021-08-16,Offered,
5624,11393,,1248.0,2.0,0.0,14.0,186.0,Wrong password,2021-07-21,Offered,
5625,10700,,1806.0,2.0,0.0,,186.0,Wrong password,2021-07-24,Offered,
5628,11608,,1671.0,1.0,1.0,17.0,1124.0,Item do not show,2021-07-27,Offered,
5637,11881,,1358.0,4.0,0.0,11.0,18.0,Payment processing,2021-07-27,Offered,N / A
5638,13454,,1819.0,5.0,0.0,11.0,888.0,Wrong password,2021-05-11,Offered,
