"Ticket_number","Resolution","AgentID","CPC","FirstContactResolution","FullResolutionTime","ReplyTime","Problem","TicketCreationDate","Satisfaction","Comment"
14075,0,1899,2,0,21,656,"Compromited account",NA,"Bad","useless product!"
11596,1,1671,3,0,NA,131,"Wrong password","2021-06-16","Good","Résolution nice"
11493,NA,1317,2,0,7,144,"Payment processing","2021-07-06","Offered",NA
15098,NA,1746,3,0,7,91,"Item do not show",NA,"Offered",NA
15050,0,1892,3,0,11,547,"Cheating","2021-05-13","Bad",NA
12271,NA,1390,3,0,8,775,"Item do not show","2021-06-20","Offered",NA
10957,1,1496,1,1,3,NA,"Payment processing","2021-07-06","Good","jeu rapide"
12613,1,1435,1,1,8,140,"Item do not show","2021-06-16","Good","Comportamiento del agente bien hecho"
12187,1,1936,2,0,8,74,"Item do not show","2021-08-09","Good","amazing! website"
11537,0,2019,1,NA,8,148,"Wrong password","2021-06-19","Good","WellDone: Servicios"
14415,1,1377,3,0,17,NA,"Wrong password","2021-05-20","Good","Le comportement de l'agent clair"
12761,1,1806,7,0,4,184,"Wrong password","2021-06-17","Good","Bien hecho, producto!"
10520,1,1287,4,0,4,69,"Compromited account","2021-06-08","Good","Comportamiento del buen agente"
13769,0,1455,1,1,NA,292,"Cheating",NA,"Good","eficient agents communication"
13268,NA,1967,2,0,4,135,"Compromited account","2021-06-02","Offered",NA
12272,1,1317,1,1,14,730,"Compromited account","2021-05-22","Bad","livraison décevante"
12029,1,1812,3,0,6,47,"Payment processing","2021-08-03","Good","jeu rapide"
10314,1,1921,4,0,2,673,"Wrong password","2021-08-12","Bad","servicios decepcionantes"
12290,0,1566,1,1,NA,627,NA,"2021-06-06","Bad","unclear resolution"
12650,1,1350,4,0,6,96,"Wrong password","2021-06-10","Good","modo de carrera útil"
12865,NA,1414,2,0,20,928,"Cheating","2021-07-25","Offered","N / A"
14663,1,1568,4,0,17,653,"Payment processing","2021-05-18","Bad","useless web-site"
12826,1,1947,3,0,9,236,"Payment processing","2021-08-10","Good","great delivery."
10807,NA,1568,2,0,5,63,"Cheating",NA,"Offered",NA
14393,0,1287,2,0,10,834,"Compromited account","2021-06-19","Bad","mauvais site Web"
15043,1,1548,4,0,9,268,"Wrong password","2021-07-11","Good","precise solution,"
10248,1,1535,1,1,11,230,"Wrong password","2021-05-22","Good","experiencia maravillosa"
11275,1,1519,2,0,4,852,"Compromited account","2021-07-15","Bad","I dont like service!!!"
13625,1,1336,2,NA,NA,678,"Wrong password","2021-07-17","Bad","argumento"
15562,1,1697,1,1,9,133,"Payment processing","2021-06-21","Good","great solution,"
12990,1,1671,1,1,6,671,"Payment processing","2021-08-12","Bad","unrealiable agents communication"
14131,1,1340,3,0,4,221,"Payment processing","2021-06-09","Good","useful solution"
14627,1,1692,2,0,5,1136,"Item do not show","2021-06-25","Bad","Services inefficaces!"
13074,1,1936,2,0,16,514,"Wrong password","2021-06-29","Bad","unpleasant agents behavior"
11804,1,2028,6,0,4,62,"Item do not show","2021-05-31","Good","great process"
11235,1,1746,3,0,20,998,"Wrong password","2021-07-31","Bad","Je n'aime pas le comportement de l'agent"
10235,1,1663,2,0,18,519,"Item do not show","2021-08-05","Bad","Communication de l'agent insatisfaisant"
12711,0,2019,3,0,19,531,"Cheating","2021-06-22","Bad","Sentitif ..... Service"
12616,1,1358,4,0,3,85,"Payment processing","2021-08-01","Good","pleasant solution"
11435,NA,1548,1,1,12,499,NA,"2021-08-04","Offered",NA
15035,NA,1648,1,1,4,240,"Payment processing","2021-07-05","Offered",NA
10794,0,1817,3,0,NA,686,"Wrong password","2021-07-01","Bad","I do not like career mode"
11862,0,1350,5,0,20,798,"Wrong password","2021-06-17","Bad","Résolution dure ..."
13536,1,1688,2,0,2,107,"Wrong password","2021-06-26","Good","efficient solution,"
12753,1,1648,2,0,NA,271,NA,"2021-08-04","Good","Mode de joueur fiable"
15196,1,1921,2,0,18,695,"Wrong password","2021-06-28","Bad","uselless agent's behavior"
14612,1,1754,3,0,2,NA,"Item do not show","2021-05-28","Good","Service clair !!!"
13934,NA,1819,2,0,11,925,"Item do not show","2021-07-16","Offered","N / A"
14984,NA,1857,NA,0,6,762,"Wrong password","2021-05-20","Offered","N / A"
13976,NA,1663,3,0,12,438,"Item do not show","2021-05-30","Offered",NA
15578,NA,1837,5,0,8,315,"Compromited account","2021-05-30","Offered","N / A"
14091,NA,1319,3,0,5,267,"Payment processing",NA,"Offered",NA
10737,1,1671,1,1,5,257,"Wrong password","2021-05-28","Good","Communication d'agent fiable"
10795,1,1819,5,0,13,324,"Wrong password","2021-08-09","Good","Services incroyables!"
14569,1,1377,2,0,21,NA,"Payment processing","2021-08-01","Bad","unsatisfactory game"
13518,1,1663,2,0,5,880,"Wrong password","2021-07-22","Bad","produit horrible"
10288,0,1759,2,0,6,454,"Cheating","2021-05-24","Bad","servicios desagradables"
13702,1,1671,4,0,8,37,"Wrong password","2021-06-24","Good","useful agents communication"
11644,NA,1473,2,0,15,256,"Wrong password","2021-05-30","Offered","N / A"
14280,NA,1837,5,0,6,197,"Wrong password","2021-07-08","Offered","N / A"
13652,1,1817,2,0,6,824,"Payment processing","2021-07-19","Bad","Je n'aime pas les services"
14041,1,1414,2,NA,4,208,"Payment processing","2021-08-16","Good","N / A"
13660,1,1692,3,0,5,99,"Item do not show","2021-08-11","Good","sitio web de Nicee"
10509,1,1947,1,1,5,327,"Payment processing","2021-06-13","Good","welldone: item"
10932,NA,1921,2,0,4,326,NA,"2021-08-19","Offered","N / A"
10187,1,1754,3,0,4,257,"Item do not show","2021-08-23","Good","N / A"
13741,0,1535,4,0,12,473,"Cheating","2021-07-03","Bad","unsatisfactory website"
15311,NA,1746,NA,0,4,152,"Wrong password","2021-07-02","Offered","N / A"
10502,1,1688,4,0,4,48,"Item do not show","2021-06-28","Good","wonderful product!"
10909,NA,1532,1,1,20,479,"Wrong password","2021-06-10","Offered",NA
12514,NA,1426,1,1,7,337,"Wrong password","2021-06-04","Offered",NA
14128,NA,1812,2,0,2,623,"Item do not show","2021-07-29","Offered",NA
11775,NA,1947,2,0,5,171,"Payment processing","2021-05-12","Offered",NA
11959,1,1695,1,NA,12,42,"Payment processing","2021-06-24","Good","modo profesional preciso"
14632,1,1781,4,0,NA,178,"Payment processing","2021-05-12","Good","reliable delivery!!"
15346,1,1806,1,1,4,171,"Compromited account","2021-07-06","Good","Claro de comunicación del agente"
13283,1,1726,4,0,19,755,"Payment processing","2021-08-07","Bad","I don't like process"
10901,1,1455,4,0,2,198,"Item do not show","2021-08-04","Good","quick agent`s behavior"
13587,1,1812,1,1,7,202,"Wrong password","2021-07-15","Good","well done agent`s communication"
14710,0,1377,1,1,16,748,"Cheating","2021-06-22","Bad","Solution usulless,"
14101,0,1695,4,0,8,589,"Cheating",NA,"Bad","unclear item"
11131,0,1688,1,1,6,1081,"Compromited account","2021-06-23","Bad","unrealiable resolution"
15212,1,1532,2,0,5,NA,"Compromited account","2021-08-06","Bad","I dont like agents communication"
11222,NA,1996,2,0,9,769,"Wrong password","2021-07-07","Offered","N / A"
15091,1,1770,3,0,10,498,"Payment processing","2021-07-15","Bad","Mode du joueur peu fiable"
11482,1,1267,3,0,11,286,"Cheating","2021-05-30","Good","Comportement des agents eficientes"
15358,1,1710,5,0,7,134,"Item do not show","2021-07-07","Good","nice item"
15646,NA,1857,2,NA,6,496,"Payment processing","2021-08-11","Offered","N / A"
15082,1,1350,4,0,3,831,"Item do not show","2021-08-17","Bad","unreliable... resolution"
13010,NA,1390,2,0,10,180,"Wrong password","2021-06-15","Offered",NA
13412,1,1813,5,0,10,NA,"Payment processing","2021-08-10","Good","Solución agradable,"
15267,1,1585,2,0,7,13,"Wrong password","2021-07-06","Good","welldone: delivery"
13878,1,1568,2,0,13,169,"Item do not show","2021-07-12","Good",NA
13982,NA,1548,3,0,11,317,"Wrong password","2021-07-05","Offered",NA
14536,NA,1585,1,1,6,170,"Item do not show","2021-07-30","Offered","N / A"
14078,NA,1435,NA,0,9,170,"Cheating","2021-06-03","Offered","N / A"
13561,1,1384,5,0,4,106,"Compromited account","2021-05-22","Good","entrega satisfactoria !!"
12177,1,1427,1,1,19,733,"Item do not show","2021-07-21","Bad","I don't like delivery!!"
15078,1,1996,4,0,3,227,NA,"2021-05-19","Good","satisfactory service!!!"
14505,NA,1996,1,1,3,159,"Cheating","2021-06-23","Offered",NA
14757,NA,1812,5,0,12,446,"Item do not show","2021-05-16","Offered","N / A"
15523,1,1360,2,0,NA,117,"Wrong password","2021-08-09","Good","pleasant game"
12673,NA,1336,3,0,17,501,"Wrong password","2021-05-23","Offered",NA
12640,NA,1949,6,0,2,43,"Compromited account","2021-08-11","Offered",NA
12403,1,1967,2,0,7,196,"Wrong password","2021-08-06","Good","nice solution,"
15643,1,1949,2,0,5,220,"Wrong password","2021-07-01","Good","eficient resolution"
13140,NA,1985,3,0,NA,84,"Item do not show","2021-08-10","Offered","N / A"
10843,NA,1400,NA,0,10,52,"Compromited account","2021-08-02","Offered",NA
11716,1,1473,4,0,10,377,"Wrong password","2021-06-04","Bad","I dont like delivery."
13927,1,1710,5,0,7,67,"Compromited account","2021-07-13","Good","precise solution,"
14340,NA,1692,2,0,23,799,"Wrong password","2021-08-07","Offered",NA
14633,1,1319,6,0,3,45,"Payment processing","2021-05-17","Good","useful item"
12414,1,1477,4,0,3,127,"Payment processing","2021-05-23","Good","Communication d'agent satisfaisant"
14139,0,1455,2,0,21,793,"Cheating","2021-05-12","Bad","harsh product"
14993,1,1726,3,0,4,276,"Payment processing","2021-08-13","Good","bel agent"
10421,1,1754,2,0,9,528,"Payment processing","2021-06-30","Bad","unreliable... game"
10414,NA,1390,3,0,7,433,"Payment processing","2021-07-18","Offered","N / A"
12455,1,1688,5,0,21,685,"Payment processing","2021-08-11","Bad","I don't like agent"
15163,1,1996,1,1,6,237,"Payment processing","2021-07-11","Good","Bien hecho, comunicación del agente"
13368,1,2019,4,0,8,30,"Payment processing","2021-06-17","Good","fast career mode"
13571,1,1719,4,0,5,242,"Wrong password",NA,"Good","Bravo, mode de carrière"
10808,NA,1480,3,0,2,143,"Wrong password","2021-08-02","Offered",NA
11467,0,1566,2,0,22,651,"Cheating","2021-07-17","Bad","confusing web-site"
10548,1,1813,2,0,12,325,"Wrong password","2021-08-03","Good","precise product"
12382,1,1746,3,0,11,327,"Compromited account","2021-07-08","Bad","slow..... solution,"
14543,NA,1812,1,1,5,242,"Item do not show","2021-08-04","Offered","N / A"
13002,1,1656,2,0,8,72,"Payment processing","2021-06-29","Good","wonderful services"
12980,1,1480,4,0,3,NA,"Payment processing","2021-05-28","Good","precise agent's behavior"
14957,1,1360,4,0,13,80,"Payment processing","2021-05-22","Good","wonderful product"
12981,1,1806,1,1,10,770,"Cheating","2021-07-14","Bad","I do not like services"
15321,NA,1585,6,0,8,NA,"Compromited account","2021-08-19","Offered","N / A"
15039,NA,1759,2,0,26,426,"Payment processing","2021-06-15","Offered","N / A"
14547,1,1267,2,0,9,128,"Payment processing","2021-06-04","Good","Processus merveilleux"
12995,NA,1585,3,0,25,674,"Item do not show","2021-06-10","Offered",NA
15036,NA,1770,1,1,25,868,"Item do not show","2021-07-14","Offered",NA
15377,1,1411,4,0,10,649,"Compromited account","2021-05-20","Bad","Je n'aime pas le comportement de l'agent"
11098,1,1936,3,0,23,517,"Wrong password","2021-06-19","Bad","unclear services!"
12707,1,1438,3,0,4,175,"Payment processing","2021-06-23","Good","expérience claire"
11687,1,1384,3,0,22,1221,"Payment processing","2021-06-08","Bad","Incertaine ... Livraison"
14479,NA,1473,2,0,5,289,"Wrong password","2021-07-23","Offered","N / A"
15431,1,2019,2,0,NA,105,"Item do not show","2021-08-19","Good","amazing agent's behavior"
13306,1,1532,4,0,5,69,"Item do not show","2021-07-13","Good","comportamiento de agentes asombrosos"
12665,NA,1359,NA,0,18,386,"Wrong password","2021-07-03","Offered",NA
12431,1,1358,2,0,4,14,"Payment processing","2021-05-16","Good","Solución agradable,"
10205,1,1726,4,0,19,887,"Payment processing","2021-05-25","Bad","sitio web poco revelable"
11992,0,1806,1,1,6,318,"Cheating","2021-08-03","Good","eficient agent`s communication"
10868,1,1967,1,1,5,108,"Payment processing","2021-07-28","Good","Livraison bien faite !!"
13764,1,1857,1,1,10,266,"Payment processing","2021-07-25","Good","amazing! agent`s behavior"
10696,1,1317,3,0,5,134,"Cheating","2021-07-16","Bad","bad resolution..."
14579,NA,1777,2,0,9,757,"Compromited account","2021-08-12","Offered",NA
12181,1,1496,2,0,4,175,"Wrong password","2021-05-11","Good","welldone: agent`s behavior"
13663,NA,1929,1,1,2,193,"Payment processing","2021-06-06","Offered",NA
10197,NA,1812,2,0,37,549,NA,"2021-06-19","Offered",NA
10907,1,1414,3,0,6,144,"Wrong password","2021-07-10","Good","expérience efficace"
13784,1,1531,3,0,8,363,"Item do not show","2021-06-25","Bad","Je n'aime pas l'expérience"
14368,1,1477,2,0,5,390,"Item do not show","2021-05-20","Good","J'aime les services!"
15603,NA,1267,4,0,7,947,"Payment processing","2021-06-08","Offered","N / A"
15586,NA,NA,NA,NA,NA,NA,NA,"2016-04-14","Offered",NA
10954,1,1812,3,0,10,48,"Item do not show","2021-07-25","Good","clear player mode"
11224,1,1267,4,NA,13,588,"Payment processing","2021-08-06","Bad","No me gusta la comunicación del agente"
12770,1,1287,2,0,3,420,"Payment processing","2021-08-03","Bad","inefficient resolution..."
12787,1,1754,3,0,6,254,"Payment processing","2021-08-23","Good","wonderful product!"
13758,1,1936,3,0,17,202,"Item do not show","2021-08-18","Bad","No me gusta el agente"
15090,1,1929,5,0,18,612,"Payment processing","2021-07-31","Bad","Modo de reproductor confuso"
12967,0,1287,2,0,6,219,"Compromited account","2021-06-30","Good","precise product"
10693,1,1350,2,0,3,223,"Wrong password","2021-07-23","Good","Communication de l'agent rapide"
10685,1,1496,5,0,7,719,"Wrong password","2021-06-28","Bad","unsatisfactory agent"
15674,1,1548,1,1,7,NA,"Payment processing","2021-06-09","Good","useful process"
12327,NA,1813,NA,0,6,549,"Wrong password",NA,"Offered","N / A"
12940,1,1819,5,0,8,150,"Payment processing","2021-07-25","Good","Solución NICEE"
10569,1,1427,5,0,NA,716,"Item do not show","2021-06-14","Bad","I do not like delivery"
13302,1,1926,2,0,2,58,"Item do not show","2021-06-04","Good","I like resolution..."
13875,NA,1892,2,0,8,223,"Wrong password","2021-06-16","Offered",NA
14651,1,1480,2,0,4,166,"Item do not show","2021-06-08","Good","nicee web-site"
11623,0,1819,5,0,13,620,"Cheating","2021-08-03","Bad","slow agents behavior"
13732,NA,1759,5,0,2,511,"Cheating","2021-06-11","Offered",NA
12307,1,1522,6,0,5,1021,"Wrong password",NA,"Bad","I dont like agents behavior"
11984,1,1412,5,0,8,64,"Item do not show",NA,"Good","welldone: services"
13983,1,1754,3,0,4,239,"Wrong password","2021-05-22","Good","Le comportement de l'agent eficiente"
12524,NA,NA,NA,NA,NA,NA,NA,NA,"Offered",NA
10861,1,1363,1,1,5,240,"Payment processing","2021-07-21","Good","modo de reproductor rápido"
15588,1,1571,4,0,7,476,"Item do not show","2021-06-25","Bad","inefficient agent"
15015,NA,1359,2,0,20,711,"Wrong password","2021-08-14","Offered",NA
14521,NA,1812,3,0,2,139,NA,"2021-05-17","Offered","N / A"
13690,1,2028,4,0,29,538,"Item do not show","2021-07-01","Bad","Article décevant"
13082,1,1340,3,0,39,829,"Payment processing","2021-08-03","Bad","unclear item"
10716,NA,1813,2,0,5,NA,"Payment processing","2021-07-29","Offered",NA
12899,1,1414,2,0,8,122,"Compromited account","2021-05-11","Good","well done, solution"
12691,1,1806,2,0,2,122,"Payment processing","2021-05-28","Good","quick game"
10543,1,1996,1,1,8,151,"Item do not show","2021-08-16","Good","precise solution"
14851,1,1426,2,0,15,96,"Item do not show","2021-06-23","Good","i like career mode"
12057,1,1926,4,0,6,92,"Payment processing","2021-08-02","Good","Entrega clara !!"
14359,NA,1438,4,0,3,264,NA,"2021-07-06","Offered",NA
13175,1,1967,1,1,3,376,"Wrong password","2021-05-24","Good","clear product"
10674,0,2003,2,0,NA,1121,"Compromited account","2021-06-29","Bad","unreliable agent's behavior"
11723,NA,1480,1,1,17,676,"Cheating","2021-08-05","Offered","N / A"
11581,0,1754,2,0,15,789,"Compromited account","2021-06-12","Bad","Je n'aime pas le mode carrière"
14938,NA,1340,NA,0,16,NA,"Payment processing","2021-05-20","Offered",NA
10661,1,1646,6,0,8,19,"Payment processing","2021-07-13","Good","Bravo, service"
10636,NA,1340,4,0,3,82,"Wrong password","2021-05-22","Offered",NA
11815,NA,1532,3,0,8,57,"Item do not show","2021-05-11","Offered","N / A"
10744,1,2003,3,0,NA,590,"Item do not show","2021-06-09","Bad","confusing product!"
11845,NA,1426,3,0,7,160,"Wrong password","2021-05-22","Offered",NA
12956,0,1571,1,1,14,810,"Compromited account",NA,"Bad","slow..... agents communication"
15068,NA,1837,NA,1,NA,148,NA,"2021-06-25","Offered","N / A"
14988,1,1337,1,1,8,321,"Payment processing","2021-06-24","Bad","uselless agent's behavior"
12766,1,1985,6,0,13,513,"Wrong password","2021-08-21","Bad","horrible expérience"
10598,NA,1663,3,0,NA,871,"Cheating","2021-08-21","Offered",NA
12345,0,1287,2,0,NA,580,"Cheating","2021-06-11","Bad",NA
12413,1,1646,1,1,4,351,"Cheating","2021-08-07","Good","Communication d'agent satisfaisant"
11029,NA,1857,NA,0,2,128,"Payment processing","2021-05-19","Offered","N / A"
10852,1,1726,2,0,10,277,"Wrong password","2021-06-26","Bad","unpleasant player mode"
14682,0,1746,3,0,9,217,"Payment processing","2021-07-07","Good","nicee resolution..."
14926,0,1414,1,1,10,980,"Compromited account","2021-07-11","Bad","unreliable... agent`s communication"
14381,NA,1412,2,0,10,182,"Wrong password","2021-06-12","Offered",NA
11118,1,1697,4,0,11,374,"Payment processing","2021-06-10","Good","clear web-site"
15223,NA,1585,2,0,9,365,"Wrong password","2021-07-15","Offered",NA
15109,1,1812,2,0,25,908,"Payment processing",NA,"Bad","slow delivery!!"
12782,NA,1967,5,0,25,629,"Wrong password","2021-07-26","Offered","N / A"
13068,1,1411,2,0,3,509,"Item do not show","2021-06-21","Bad","Je n'aime pas les services!"
13411,1,1585,3,0,6,105,"Payment processing","2021-06-24","Good","Comunicación del buen agente"
10684,1,1759,1,1,8,588,"Item do not show","2021-07-26","Bad","useless services"
10678,NA,1692,3,0,4,59,"Cheating","2021-05-31","Offered","N / A"
11902,NA,1414,NA,0,2,61,"Wrong password","2021-05-18","Offered",NA
15225,1,1746,3,0,NA,736,"Payment processing","2021-05-28","Bad","unreliable... game"
14458,1,1412,4,0,3,184,"Compromited account","2021-05-26","Good","reliable agent"
13839,1,1947,3,0,30,612,"Item do not show","2021-08-04","Bad","Service sévère !!!"
14057,NA,1710,7,NA,5,161,"Item do not show","2021-08-23","Offered","N / A"
14019,0,2019,4,0,20,815,"Compromited account","2021-07-24","Bad","I don't like resolution"
12845,1,1390,6,0,8,48,"Payment processing","2021-06-25","Good","clear player mode"
14844,0,1697,2,0,15,904,"Compromited account","2021-05-21","Bad","slow website"
11921,1,1648,1,1,5,84,"Item do not show","2021-06-12","Good","comunicación del agente satisfactorio"
